run_id,config_hash,policy,sample_index,fold,class_label,feature,grouped_shap_value,abs_grouped_shap_value,feature_value,control_type,sensitive_or_proxy,leakage_risk,allowed_for_final_model,governance_notes,case_type,sampling_reason
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,251,3,2,TotalWorkExperienceInYears,-0.09618237614631653,0.09618237614631653,20,immutable,possible_proxy,none,True,May proxy age and historical opportunity.,correct_class_2,correct high-confidence coverage for class 2
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,251,3,2,EmpJobSatisfaction,0.08023824542760849,0.08023824542760849,3,manager_controllable,not_sensitive,medium,True,Potentially concurrent survey measure; reason codes need non-causal warning.,correct_class_2,correct high-confidence coverage for class 2
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,251,3,2,ExperienceYearsAtThisCompany,-0.07959048449993134,0.07959048449993134,18,immutable,possible_proxy,none,True,Tenure can proxy age and internal opportunity.,correct_class_2,correct high-confidence coverage for class 2
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,251,3,2,EmpEducationLevel,-0.06835740059614182,0.06835740059614182,4,employee_controllable,possible_proxy,none,True,Partly employee-controllable over long horizons; not a short-term prescription.,correct_class_2,correct high-confidence coverage for class 2
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,251,3,2,DistanceFromHome,-0.05121070519089699,0.05121070519089699,9,immutable,possible_proxy,none,True,Can proxy socioeconomic or location constraints; audit before final use.,correct_class_2,correct high-confidence coverage for class 2
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,251,3,2,TrainingTimesLastYear,0.04179280251264572,0.04179280251264572,3,employee_controllable,not_sensitive,low,True,Partly employee-controllable but often organisation-mediated.,correct_class_2,correct high-confidence coverage for class 2
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,251,3,2,EmpJobInvolvement,0.035031870007514954,0.035031870007514954,3,employee_controllable,not_sensitive,medium,True,Potentially actionable but may be self-report or manager-rated; do not treat causally.,correct_class_2,correct high-confidence coverage for class 2
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,251,3,2,EmpWorkLifeBalance,-0.023472042754292488,0.023472042754292488,2,manager_controllable,possible_proxy,medium,True,Often shaped by manager/team constraints; avoid employee-blaming recommendations.,correct_class_2,correct high-confidence coverage for class 2
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,251,3,2,BusinessTravelFrequency,-0.006199897266924381,0.006199897266924381,Travel_Frequently,organisation_controllable,possible_proxy,low,True,Assignment/travel pattern may reflect role or organisational constraints.,correct_class_2,correct high-confidence coverage for class 2
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,251,3,2,OverTime,-0.00026367962709628046,0.00026367962709628046,No,manager_controllable,possible_proxy,medium,True,May reflect staffing/manager assignment rather than employee choice.,correct_class_2,correct high-confidence coverage for class 2
