run_id,config_hash,policy,sample_index,fold,prototype_scope,case_excluded_from_training,true_class,predicted_class,desired_class,correct,confidence,eligible_for_upward_shift,intervention_mode,n_allowed_features,valid,achieved_class,probability_gain,desired_probability,cost,num_changed_features,changed_features,changed_control_types,changes_json,failure_reason,prototypes_considered,candidates_evaluated,domain_rejections
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,30,1,outer_training_partition_only,True,3,2,3,False,0.8581780987708784,True,employee_only,3,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,250,18,0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,30,1,outer_training_partition_only,True,3,2,3,False,0.8581780987708784,True,employee_manager,8,True,3.0,0.685849716479861,0.8051607008999396,0.65,1,EmpEnvironmentSatisfaction,manager_controllable,"[{""feature"": ""EmpEnvironmentSatisfaction"", ""new_value"": 3, ""normalized_cost"": 0.5, ""old_value"": 2}]",,250,189,0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,30,1,outer_training_partition_only,True,3,2,3,False,0.8581780987708784,True,organization_allowed,15,True,3.0,0.7491778009492849,0.8684887853693635,0.4833333333333333,1,YearsSinceLastPromotion,organisation_controllable,"[{""feature"": ""YearsSinceLastPromotion"", ""new_value"": 0, ""normalized_cost"": 0.3333333333333333, ""old_value"": 1}]",,250,347,22
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,30,1,outer_training_partition_only,True,3,2,3,False,0.8581780987708784,True,diagnostic_full_default,20,True,3.0,0.7491778009492849,0.8684887853693635,0.4833333333333333,1,YearsSinceLastPromotion,organisation_controllable,"[{""feature"": ""YearsSinceLastPromotion"", ""new_value"": 0, ""normalized_cost"": 0.3333333333333333, ""old_value"": 1}]",,250,399,52
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,30,1,outer_training_partition_only,True,3,2,3,False,0.8581780987708784,True,no_salary,15,True,3.0,0.7491778009492849,0.8684887853693635,0.4833333333333333,1,YearsSinceLastPromotion,organisation_controllable,"[{""feature"": ""YearsSinceLastPromotion"", ""new_value"": 0, ""normalized_cost"": 0.3333333333333333, ""old_value"": 1}]",,250,347,22
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,33,1,outer_training_partition_only,True,3,3,4,True,0.9125508404632,True,employee_only,3,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,49,0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,33,1,outer_training_partition_only,True,3,3,4,True,0.9125508404632,True,employee_manager,8,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,147,0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,33,1,outer_training_partition_only,True,3,3,4,True,0.9125508404632,True,organization_allowed,15,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,188,29
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,33,1,outer_training_partition_only,True,3,3,4,True,0.9125508404632,True,diagnostic_full_default,20,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,189,44
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,33,1,outer_training_partition_only,True,3,3,4,True,0.9125508404632,True,no_salary,15,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,188,29
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,34,1,outer_training_partition_only,True,3,3,4,True,0.84800307405011,True,employee_only,3,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,56,0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,34,1,outer_training_partition_only,True,3,3,4,True,0.84800307405011,True,employee_manager,8,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,149,0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,34,1,outer_training_partition_only,True,3,3,4,True,0.84800307405011,True,organization_allowed,15,True,4.0,0.4568043320318073,0.5243107531846445,2.173809523809524,3,ExperienceYearsInCurrentRole;EmpHourlyRate;YearsSinceLastPromotion,organisation_controllable;organisation_controllable;organisation_controllable,"[{""feature"": ""ExperienceYearsInCurrentRole"", ""new_value"": 0, ""normalized_cost"": 0.4, ""old_value"": 2}, {""feature"": ""EmpHourlyRate"", ""new_value"": 94, ""normalized_cost"": 0.6571428571428571, ""old_value"": 71}, {""feature"": ""YearsSinceLastPromotion"", ""new_value"": 0, ""normalized_cost"": 0.6666666666666666, ""old_value"": 2}]",,119,191,74
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,34,1,outer_training_partition_only,True,3,3,4,True,0.84800307405011,True,diagnostic_full_default,20,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,185,103
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,34,1,outer_training_partition_only,True,3,3,4,True,0.84800307405011,True,no_salary,15,True,4.0,0.4568043320318073,0.5243107531846445,2.173809523809524,3,ExperienceYearsInCurrentRole;EmpHourlyRate;YearsSinceLastPromotion,organisation_controllable;organisation_controllable;organisation_controllable,"[{""feature"": ""ExperienceYearsInCurrentRole"", ""new_value"": 0, ""normalized_cost"": 0.4, ""old_value"": 2}, {""feature"": ""EmpHourlyRate"", ""new_value"": 94, ""normalized_cost"": 0.6571428571428571, ""old_value"": 71}, {""feature"": ""YearsSinceLastPromotion"", ""new_value"": 0, ""normalized_cost"": 0.6666666666666666, ""old_value"": 2}]",,119,191,74
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,36,1,outer_training_partition_only,True,3,3,4,True,0.8977551832330466,True,employee_only,3,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,48,0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,36,1,outer_training_partition_only,True,3,3,4,True,0.8977551832330466,True,employee_manager,8,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,156,0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,36,1,outer_training_partition_only,True,3,3,4,True,0.8977551832330466,True,organization_allowed,15,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,182,29
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,36,1,outer_training_partition_only,True,3,3,4,True,0.8977551832330466,True,diagnostic_full_default,20,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,217,26
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,36,1,outer_training_partition_only,True,3,3,4,True,0.8977551832330466,True,no_salary,15,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,182,29
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,45,1,outer_training_partition_only,True,3,3,4,True,0.8404323143629351,True,employee_only,3,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,57,0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,45,1,outer_training_partition_only,True,3,3,4,True,0.8404323143629351,True,employee_manager,8,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,142,0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,45,1,outer_training_partition_only,True,3,3,4,True,0.8404323143629351,True,organization_allowed,15,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,170,50
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,45,1,outer_training_partition_only,True,3,3,4,True,0.8404323143629351,True,diagnostic_full_default,20,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,215,63
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,45,1,outer_training_partition_only,True,3,3,4,True,0.8404323143629351,True,no_salary,15,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,170,50
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,52,1,outer_training_partition_only,True,3,3,4,True,0.8127721358896255,True,employee_only,3,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,48,0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,52,1,outer_training_partition_only,True,3,3,4,True,0.8127721358896255,True,employee_manager,8,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,146,0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,52,1,outer_training_partition_only,True,3,3,4,True,0.8127721358896255,True,organization_allowed,15,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,226,0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,52,1,outer_training_partition_only,True,3,3,4,True,0.8127721358896255,True,diagnostic_full_default,20,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,242,4
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,52,1,outer_training_partition_only,True,3,3,4,True,0.8127721358896255,True,no_salary,15,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,226,0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,60,1,outer_training_partition_only,True,4,3,4,False,0.9225564339823045,True,employee_only,3,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,57,0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,60,1,outer_training_partition_only,True,4,3,4,False,0.9225564339823045,True,employee_manager,8,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,147,0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,60,1,outer_training_partition_only,True,4,3,4,False,0.9225564339823045,True,organization_allowed,15,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,134,154
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,60,1,outer_training_partition_only,True,4,3,4,False,0.9225564339823045,True,diagnostic_full_default,20,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,189,92
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,60,1,outer_training_partition_only,True,4,3,4,False,0.9225564339823045,True,no_salary,15,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,134,154
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,73,1,outer_training_partition_only,True,3,3,4,True,0.9103855071629374,True,employee_only,3,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,50,0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,73,1,outer_training_partition_only,True,3,3,4,True,0.9103855071629374,True,employee_manager,8,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,140,0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,73,1,outer_training_partition_only,True,3,3,4,True,0.9103855071629374,True,organization_allowed,15,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,240,4
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,73,1,outer_training_partition_only,True,3,3,4,True,0.9103855071629374,True,diagnostic_full_default,20,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,261,0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,73,1,outer_training_partition_only,True,3,3,4,True,0.9103855071629374,True,no_salary,15,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,240,4
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,75,1,outer_training_partition_only,True,3,3,4,True,0.7061292077739189,True,employee_only,3,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,50,0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,75,1,outer_training_partition_only,True,3,3,4,True,0.7061292077739189,True,employee_manager,8,True,4.0,0.42298706780332623,0.7088254690170288,3.45,3,EmpEnvironmentSatisfaction;EmpJobInvolvement;EmpJobSatisfaction,manager_controllable;employee_controllable;manager_controllable,"[{""feature"": ""EmpEnvironmentSatisfaction"", ""new_value"": 4, ""normalized_cost"": 0.5, ""old_value"": 3}, {""feature"": ""EmpJobInvolvement"", ""new_value"": 3, ""normalized_cost"": 1.0, ""old_value"": 2}, {""feature"": ""EmpJobSatisfaction"", ""new_value"": 4, ""normalized_cost"": 1.5, ""old_value"": 1}]",,119,134,0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,75,1,outer_training_partition_only,True,3,3,4,True,0.7061292077739189,True,organization_allowed,15,True,4.0,0.2201394748885402,0.5059778761022428,1.5,2,EmpHourlyRate;YearsWithCurrManager,organisation_controllable;organisation_controllable,"[{""feature"": ""EmpHourlyRate"", ""new_value"": 74, ""normalized_cost"": 0.6, ""old_value"": 53}, {""feature"": ""YearsWithCurrManager"", ""new_value"": 4, ""normalized_cost"": 0.6, ""old_value"": 1}]",,119,179,43
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,75,1,outer_training_partition_only,True,3,3,4,True,0.7061292077739189,True,diagnostic_full_default,20,True,4.0,0.21258649674962227,0.49842489796332484,0.6357142857142857,2,EmpHourlyRate;DistanceFromHome,organisation_controllable;immutable,"[{""feature"": ""EmpHourlyRate"", ""new_value"": 56, ""normalized_cost"": 0.08571428571428572, ""old_value"": 53}, {""feature"": ""DistanceFromHome"", ""new_value"": 24, ""normalized_cost"": 0.25, ""old_value"": 27}]",,119,181,73
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,75,1,outer_training_partition_only,True,3,3,4,True,0.7061292077739189,True,no_salary,15,True,4.0,0.2201394748885402,0.5059778761022428,1.5,2,EmpHourlyRate;YearsWithCurrManager,organisation_controllable;organisation_controllable,"[{""feature"": ""EmpHourlyRate"", ""new_value"": 74, ""normalized_cost"": 0.6, ""old_value"": 53}, {""feature"": ""YearsWithCurrManager"", ""new_value"": 4, ""normalized_cost"": 0.6, ""old_value"": 1}]",,119,179,43
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,112,1,outer_training_partition_only,True,3,3,4,True,0.9328372878120422,True,employee_only,3,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,50,0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,112,1,outer_training_partition_only,True,3,3,4,True,0.9328372878120422,True,employee_manager,8,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,159,0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,112,1,outer_training_partition_only,True,3,3,4,True,0.9328372878120422,True,organization_allowed,15,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,160,87
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,112,1,outer_training_partition_only,True,3,3,4,True,0.9328372878120422,True,diagnostic_full_default,20,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,170,117
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,112,1,outer_training_partition_only,True,3,3,4,True,0.9328372878120422,True,no_salary,15,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,160,87
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,116,1,outer_training_partition_only,True,3,3,4,True,0.8898934668749776,True,employee_only,3,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,58,0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,116,1,outer_training_partition_only,True,3,3,4,True,0.8898934668749776,True,employee_manager,8,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,138,0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,116,1,outer_training_partition_only,True,3,3,4,True,0.8898934668749776,True,organization_allowed,15,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,160,52
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,116,1,outer_training_partition_only,True,3,3,4,True,0.8898934668749776,True,diagnostic_full_default,20,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,209,57
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,116,1,outer_training_partition_only,True,3,3,4,True,0.8898934668749776,True,no_salary,15,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,160,52
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,120,1,outer_training_partition_only,True,3,3,4,True,0.9772800120957008,True,employee_only,3,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,50,0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,120,1,outer_training_partition_only,True,3,3,4,True,0.9772800120957008,True,employee_manager,8,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,138,0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,120,1,outer_training_partition_only,True,3,3,4,True,0.9772800120957008,True,organization_allowed,15,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,128,157
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,120,1,outer_training_partition_only,True,3,3,4,True,0.9772800120957008,True,diagnostic_full_default,20,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,177,104
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,120,1,outer_training_partition_only,True,3,3,4,True,0.9772800120957008,True,no_salary,15,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,128,157
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,135,1,outer_training_partition_only,True,3,3,4,True,0.9635840269217497,True,employee_only,3,False,,,,,0,,,[],no_candidate_reached_desired_or_higher_class,119,49,0
