dataset_key,column_position,column_name,pandas_dtype,row_count,nonmissing_count,missing_count,blank_string_count,effective_missing_count,effective_missing_percentage,unique_nonmissing_count,mode_count_nonmissing,mode_share_nonmissing,is_constant_nonmissing,is_near_constant_nonmissing,is_categorical,categorical_cardinality,numeric_minimum,numeric_maximum
inx_primary,23,ExperienceYearsAtThisCompany,int64,1200,1200,0,0,0,0.0,37,152,0.12666666666666668,False,False,False,,0.0,40.0
inx_primary,24,ExperienceYearsInCurrentRole,int64,1200,1200,0,0,0,0.0,19,303,0.2525,False,False,False,,0.0,18.0
inx_primary,25,YearsSinceLastPromotion,int64,1200,1200,0,0,0,0.0,16,469,0.3908333333333333,False,False,False,,0.0,15.0
inx_primary,26,YearsWithCurrManager,int64,1200,1200,0,0,0,0.0,18,281,0.23416666666666666,False,False,False,,0.0,17.0
inx_primary,27,Attrition,str,1200,1200,0,0,0,0.0,2,1022,0.8516666666666667,False,False,True,2.0,,
inx_primary,28,PerformanceRating,int64,1200,1200,0,0,0,0.0,3,874,0.7283333333333334,False,False,False,,2.0,4.0
hrdataset_v14,1,Employee_Name,str,311,311,0,0,0,0.0,311,1,0.003215434083601286,False,False,True,311.0,,
hrdataset_v14,2,EmpID,int64,311,311,0,0,0,0.0,311,1,0.003215434083601286,False,False,False,,10001.0,10311.0
hrdataset_v14,3,MarriedID,int64,311,311,0,0,0,0.0,2,187,0.6012861736334405,False,False,False,,0.0,1.0
hrdataset_v14,4,MaritalStatusID,int64,311,311,0,0,0,0.0,5,137,0.4405144694533762,False,False,False,,0.0,4.0
hrdataset_v14,5,GenderID,int64,311,311,0,0,0,0.0,2,176,0.5659163987138264,False,False,False,,0.0,1.0
hrdataset_v14,6,EmpStatusID,int64,311,311,0,0,0,0.0,5,184,0.5916398713826366,False,False,False,,1.0,5.0
hrdataset_v14,7,DeptID,int64,311,311,0,0,0,0.0,6,208,0.6688102893890675,False,False,False,,1.0,6.0
hrdataset_v14,8,PerfScoreID,int64,311,311,0,0,0,0.0,4,243,0.7813504823151125,False,False,False,,1.0,4.0
hrdataset_v14,9,FromDiversityJobFairID,int64,311,311,0,0,0,0.0,2,282,0.9067524115755627,False,False,False,,0.0,1.0
hrdataset_v14,10,Salary,int64,311,311,0,0,0,0.0,308,2,0.006430868167202572,False,False,False,,45046.0,250000.0
hrdataset_v14,11,Termd,int64,311,311,0,0,0,0.0,2,207,0.6655948553054662,False,False,False,,0.0,1.0
hrdataset_v14,12,PositionID,int64,311,311,0,0,0,0.0,30,137,0.4405144694533762,False,False,False,,1.0,30.0
hrdataset_v14,13,Position,str,311,311,0,0,0,0.0,32,137,0.4405144694533762,False,False,True,32.0,,
hrdataset_v14,14,State,str,311,311,0,0,0,0.0,28,276,0.887459807073955,False,False,True,28.0,,
hrdataset_v14,15,Zip,int64,311,311,0,0,0,0.0,158,13,0.04180064308681672,False,False,False,,1013.0,98052.0
hrdataset_v14,16,DOB,str,311,311,0,0,0,0.0,307,2,0.006430868167202572,False,False,True,307.0,,
hrdataset_v14,17,Sex,str,311,311,0,0,0,0.0,2,176,0.5659163987138264,False,False,True,2.0,,
hrdataset_v14,18,MaritalDesc,str,311,311,0,0,0,0.0,5,137,0.4405144694533762,False,False,True,5.0,,
hrdataset_v14,19,CitizenDesc,str,311,311,0,0,0,0.0,3,295,0.9485530546623794,False,False,True,3.0,,
hrdataset_v14,20,HispanicLatino,str,311,311,0,0,0,0.0,4,282,0.9067524115755627,False,False,True,4.0,,
hrdataset_v14,21,RaceDesc,str,311,311,0,0,0,0.0,6,187,0.6012861736334405,False,False,True,6.0,,
hrdataset_v14,22,DateofHire,str,311,311,0,0,0,0.0,101,14,0.04501607717041801,False,False,True,101.0,,
hrdataset_v14,23,DateofTermination,str,311,104,207,0,207,66.55948553054662,96,2,0.019230769230769232,False,False,True,96.0,,
hrdataset_v14,24,TermReason,str,311,311,0,0,0,0.0,18,207,0.6655948553054662,False,False,True,18.0,,
hrdataset_v14,25,EmploymentStatus,str,311,311,0,0,0,0.0,3,207,0.6655948553054662,False,False,True,3.0,,
hrdataset_v14,26,Department,str,311,311,0,0,0,0.0,6,209,0.6720257234726688,False,False,True,6.0,,
hrdataset_v14,27,ManagerName,str,311,311,0,0,0,0.0,21,22,0.0707395498392283,False,False,True,21.0,,
hrdataset_v14,28,ManagerID,float64,311,303,8,0,8,2.572347266881029,23,22,0.07260726072607261,False,False,False,,1.0,39.0
hrdataset_v14,29,RecruitmentSource,str,311,311,0,0,0,0.0,9,87,0.2797427652733119,False,False,True,9.0,,
hrdataset_v14,30,PerformanceScore,str,311,311,0,0,0,0.0,4,243,0.7813504823151125,False,False,True,4.0,,
hrdataset_v14,31,EngagementSurvey,float64,311,311,0,0,0,0.0,119,56,0.18006430868167203,False,False,False,,1.12,5.0
hrdataset_v14,32,EmpSatisfaction,int64,311,311,0,0,0,0.0,5,108,0.34726688102893893,False,False,False,,1.0,5.0
hrdataset_v14,33,SpecialProjectsCount,int64,311,311,0,0,0,0.0,9,241,0.77491961414791,False,False,False,,0.0,8.0
hrdataset_v14,34,LastPerformanceReview_Date,str,311,311,0,0,0,0.0,137,18,0.05787781350482315,False,False,True,137.0,,
hrdataset_v14,35,DaysLateLast30,int64,311,311,0,0,0,0.0,7,278,0.8938906752411575,False,False,False,,0.0,6.0
hrdataset_v14,36,Absences,int64,311,311,0,0,0,0.0,20,23,0.07395498392282958,False,False,False,,1.0,20.0
