run_id,config_hash,artifact_path,sha256,size_bytes
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover/target_mapping.csv,605114ab015bcb2cc247eac362626d4bbacb60c22fb23f9105219a56da773d95,461
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover/target_support.csv,4b4f119b1aa8fe0b58f9d2a8c92b739084423497879d8b0a50f330c0e726dc99,542
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,external_dataset_roles.csv,6b33ad9b860302c9163e9babec08054f6cb5b1fb334d173767b1877ff18e6282,1870
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,external_evidence_interpretation.md,b386e77a6843042e1c2d78782e9d4ac67ebdcbf127f087af9dbef29b016917d9,1452
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,external_metric_applicability.csv,e315b9f1d260a85c8632ebf6aa797d0d5038fe11e42f45bf808f8b867f9a50bd,26615
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14/actionability_summary.csv,1cc500d01600c8088d30cddefb95efe3e9d4abd8b71b00ff84bc747d77578e2b,1234
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14/experiment_metadata.json,91a132fa1854600a389c53f56ad81667c479359e7d74687b35a8d07c9a71024e,2436
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14/fairness_proxy/fairness_disparity_summary.csv,1227d7bb7d22c5b35957886e28225c25de3d3f86ca74eb196fca632cc9b72b51,230183
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14/fairness_proxy/fairness_group_metrics.csv,30033b5b28e0cc4ae7ea2468ebe38375a635f2d84eaefbef5365cac753139309,3517121
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14/fairness_proxy/small_group_warnings.csv,485e4b1bcc5d2a798d4f25b96cb3826f65f934783c425508988321da9efa2ab1,288349
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14/feature_policy_audit.csv,525d40176ec7a1334a465bf0906119ba155083cac928443a46668c0310db77a0,2417
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14/fold_metrics.csv,913068267cd9a3b398b8408cae3906cb1512a8676ffcca9058774c065ab7af3c,16932
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14/model_predictions.csv,057ea0d437c2f133821d0dc476ddb5d52a13cc42cb49ecd1ad309908b008a77a,333981
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14/performance_metrics.csv,8e1fc620cc944f4e8df12bbdb05e677e71ea2e2673122849b1b2c00990830486,7161
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14/representative_cases.csv,514af35e0ba7a7839f89300fad2bd94e776bfb2c8614d37805e6d1235e335f29,4526
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14/shap/department_free/global_grouped_shap_importance.csv,8ca369bffaab510e4a84581b0089cfc1028a91410f2563d9158b89d51aadbdb4,4800
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14/shap/department_free/local_grouped_shap_values.csv,cb9e4d0c6c65fdc81bef2a55fa03e2e7a674f9a74e2f67ceb17abf879006a5c0,7649483
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14/target_mapping.csv,956da1c094d7299f8004a8939261f3f3738cbd3c614ed9f1e6d6f22ce3ccc0c0,859
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14/target_support.csv,1846d20a70bcf9f726d29e74bcf993bc4229ac1f20776944d3e94abadd313dfc,735
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition/actionability_summary.csv,855150c4621980fc0d16b32e766560998caf9cdddab94a420c953f6f4a4f43ff,1168
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition/experiment_metadata.json,a69d2b522b0ed1b66208c92a36823f237968aec5916945ba276a76af7ab47206,2016
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition/feature_policy_audit.csv,feccb7f3f13fb2e59967b63007b6a4ec917686ce619cc6ceda624b2cc733147a,2619
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition/fold_metrics.csv,9baef1930471d130194d22c99097f2c259c489f92bda094eb26d28ea8558863a,16100
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition/model_predictions.csv,20eb436d2e3bc5084c25b59ccba0694db79b0015cdab1153be1740b766ca766e,1389646
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition/performance_metrics.csv,0c0688ebf5833dcc7bebffcf8e1bf6b88fd1c993210b25383fe1649771d9aa89,7011
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition/representative_cases.csv,ff9e303cc6259126f1f000bc44607e3e3384c80213c64886dafae5e528070d2e,4226
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition/target_mapping.csv,d9d2fc730b04571a632a0cfaf16b84595dd2fb4a8bd814f937976d4a744aed4b,464
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition/target_support.csv,d8295fe09a99232592971c3f15edd16f3a6cd171d013265f48b63430c1f20b4b,533
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_performance/actionability_summary.csv,07473f7eb6067c6382b545d406ecb3e1717f61cc127511c53ca937caeed3b55b,1237
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_performance/experiment_metadata.json,c5f659164e26557325bcef56461da95e2f4b40f643a9b0f36ee34fb94bea4ae4,2049
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_performance/feature_policy_audit.csv,c60d7754e27e5fdabd6583b306bdaa27020f8071ea2fc1beba2511394cee9c3d,2640
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_performance/fold_metrics.csv,eeb0dd813ac8595c8de4d3fd934f7137cefd6f2da1eafaea6006b19cdb95a1af,14984
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_performance/model_predictions.csv,7fff72e8ef2bc3b236e44c9240c1022e172899e1162be2951a4bdb2453d5a14e,1489553
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_performance/performance_metrics.csv,b9c80516f758a0394dab5e1a18eac5f1bb1517fd0c481bdd3391ef49134472be,6281
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_performance/representative_cases.csv,4d0596ae3a4595094a70655c52d64097e09fdd2809996b00b3c1f1c594f93602,4567
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_performance/target_mapping.csv,a7d59e423060ee9ea2bfc1803b4608e9ebc107a9b79c90aeab2f7e4d6ce5f0f9,485
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_performance/target_support.csv,9f9184e02ab0d27410b8b46ddbc60c8336d1ffd6f5e7d76318a9398aac04d38d,567
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,performance_target_replication.csv,072cb249ef1c7e1680e0ffbb624f08a45b40ff215057729477e549e208e4c56d,7087
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,related_binary_task_transfer.csv,e15ce106074f90abf3e8e4f17fdf0d535600977a637b10843da1ba22f2b31e35,9938
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,restricted_target_robustness.csv,5236a0ffb525ff8bbbb6470bfe84359210c99e863a2c864d54ae1e60cee63970,6197
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,stage_metadata.json,3acfcee4df756fce4c74efb43e5bfe54c0cb840feff3508ff3a724541d9f443b,4167
