run_id,config_hash,policy,feature,association_type,mutual_info,cramers_v,proxy_watchlist
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,ExperienceYearsAtThisCompany,mutual_info_numeric,0.0,,False
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department_no_job_role,EducationBackground,categorical_mi_and_cramers_v,0.21188203648199533,0.3663876318281128,True
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department_no_job_role,EmpJobLevel,mutual_info_numeric,0.0678514034469675,,False
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department_no_job_role,EmpWorkLifeBalance,mutual_info_numeric,0.034536383295905804,,False
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department_no_job_role,DistanceFromHome,mutual_info_numeric,0.03413562325211261,,False
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department_no_job_role,EmpHourlyRate,mutual_info_numeric,0.026208216054682154,,False
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department_no_job_role,EmpRelationshipSatisfaction,mutual_info_numeric,0.02500859171301606,,False
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department_no_job_role,TrainingTimesLastYear,mutual_info_numeric,0.02180891342596425,,False
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department_no_job_role,ExperienceYearsInCurrentRole,mutual_info_numeric,0.021466645261481343,,False
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department_no_job_role,YearsWithCurrManager,mutual_info_numeric,0.02000130853820803,,False
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department_no_job_role,EmpJobInvolvement,mutual_info_numeric,0.01977104260122342,,False
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department_no_job_role,YearsSinceLastPromotion,mutual_info_numeric,0.00731416370485416,,False
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department_no_job_role,BusinessTravelFrequency,categorical_mi_and_cramers_v,0.004896708043042864,0.0635382011065093,True
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department_no_job_role,OverTime,categorical_mi_and_cramers_v,0.002524628429723402,0.06958222987503228,False
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department_no_job_role,EmpJobSatisfaction,mutual_info_numeric,0.0005604316286031974,,False
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department_no_job_role,EmpEducationLevel,mutual_info_numeric,0.0,,False
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department_no_job_role,EmpEnvironmentSatisfaction,mutual_info_numeric,0.0,,False
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department_no_job_role,NumCompaniesWorked,mutual_info_numeric,0.0,,False
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department_no_job_role,TotalWorkExperienceInYears,mutual_info_numeric,0.0,,False
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department_no_job_role,ExperienceYearsAtThisCompany,mutual_info_numeric,0.0,,False
