claim_id,manuscript_section,object_type,manuscript_table_or_figure,metric_or_statement,full_precision_value,displayed_value,interval_lower,interval_upper,denominator,dataset,model,policy,uncertainty_method,canonical_source_path,source_row_key,source_column,source_sha256,run_id,config_hash,scientific_input_hash,source_tree_hash,verification_status
T03_logistic_regression_minus_xgboost_macro_f1,Results,numerical_result,Table 3,baseline_minus_xgboost_macro_f1,-0.1148004620166296,-0.1148,-0.1475970057070149,-0.0832237182461416,1200.0,inx_primary,logistic_regression,no_salary_hike_no_attrition_no_department,paired_stratified_percentile,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_03_four_model_nested_benchmark.csv,csv_row=40;record=paired_model_differences;source_row=3,baseline_minus_xgboost_macro_f1,45c0aa5c793cd6066235fead2370d23fa88eb161694cabfb93fbe9ae5a1730ce,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=higher;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T03_random_forest_macro_f1,Results,numerical_result,Table 3,macro_f1,0.5923396716497974,0.5923,0.5795710868551207,0.6047567656574316,1200.0,inx_primary,random_forest,no_salary_hike_no_attrition_no_department,paired_stratified_percentile,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_03_four_model_nested_benchmark.csv,csv_row=22;record=model_summary;source_row=21,macro_f1,45c0aa5c793cd6066235fead2370d23fa88eb161694cabfb93fbe9ae5a1730ce,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=higher;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T03_random_forest_quadratic_weighted_kappa,Results,numerical_result,Table 3,quadratic_weighted_kappa,0.6316782057286063,0.6317,0.6037082379065317,0.6582590972859432,1200.0,inx_primary,random_forest,no_salary_hike_no_attrition_no_department,paired_stratified_percentile,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_03_four_model_nested_benchmark.csv,csv_row=23;record=model_summary;source_row=22,quadratic_weighted_kappa,45c0aa5c793cd6066235fead2370d23fa88eb161694cabfb93fbe9ae5a1730ce,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=higher;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T03_random_forest_balanced_accuracy,Results,numerical_result,Table 3,balanced_accuracy,0.6252565524074641,0.6253,0.6118875179881573,0.6376654320696408,1200.0,inx_primary,random_forest,no_salary_hike_no_attrition_no_department,paired_stratified_percentile,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_03_four_model_nested_benchmark.csv,csv_row=21;record=model_summary;source_row=20,balanced_accuracy,45c0aa5c793cd6066235fead2370d23fa88eb161694cabfb93fbe9ae5a1730ce,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=higher;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T03_random_forest_ordinal_mae,Results,numerical_result,Table 3,ordinal_mae,0.1583333333333333,0.1583,0.1466666666666666,0.17,1200.0,inx_primary,random_forest,no_salary_hike_no_attrition_no_department,paired_stratified_percentile,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_03_four_model_nested_benchmark.csv,csv_row=24;record=model_summary;source_row=23,ordinal_mae,45c0aa5c793cd6066235fead2370d23fa88eb161694cabfb93fbe9ae5a1730ce,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=lower;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T03_random_forest_severe_error_rate,Results,numerical_result,Table 3,severe_error_rate,0.0016666666666666,0.0017,0.0,0.0041666666666666,1200.0,inx_primary,random_forest,no_salary_hike_no_attrition_no_department,paired_stratified_percentile,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_03_four_model_nested_benchmark.csv,csv_row=25;record=model_summary;source_row=24,severe_error_rate,45c0aa5c793cd6066235fead2370d23fa88eb161694cabfb93fbe9ae5a1730ce,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=lower;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T03_random_forest_minus_xgboost_macro_f1,Results,numerical_result,Table 3,baseline_minus_xgboost_macro_f1,-0.0286814930948733,-0.0287,-0.0499488309252985,-0.008049383279877,1200.0,inx_primary,random_forest,no_salary_hike_no_attrition_no_department,paired_stratified_percentile,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_03_four_model_nested_benchmark.csv,csv_row=49;record=paired_model_differences;source_row=12,baseline_minus_xgboost_macro_f1,45c0aa5c793cd6066235fead2370d23fa88eb161694cabfb93fbe9ae5a1730ce,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=higher;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T03_lightgbm_macro_f1,Results,numerical_result,Table 3,macro_f1,0.6054877989025346,0.6055,0.5833146378956902,0.6291737099887058,1200.0,inx_primary,lightgbm,no_salary_hike_no_attrition_no_department,paired_stratified_percentile,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_03_four_model_nested_benchmark.csv,csv_row=4;record=model_summary;source_row=3,macro_f1,45c0aa5c793cd6066235fead2370d23fa88eb161694cabfb93fbe9ae5a1730ce,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=higher;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T03_lightgbm_quadratic_weighted_kappa,Results,numerical_result,Table 3,quadratic_weighted_kappa,0.5883292466200256,0.5883,0.55591597830412,0.6199449522500194,1200.0,inx_primary,lightgbm,no_salary_hike_no_attrition_no_department,paired_stratified_percentile,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_03_four_model_nested_benchmark.csv,csv_row=5;record=model_summary;source_row=4,quadratic_weighted_kappa,45c0aa5c793cd6066235fead2370d23fa88eb161694cabfb93fbe9ae5a1730ce,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=higher;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T03_lightgbm_balanced_accuracy,Results,numerical_result,Table 3,balanced_accuracy,0.6218085690708305,0.6218,0.6022892260975844,0.6418344503922425,1200.0,inx_primary,lightgbm,no_salary_hike_no_attrition_no_department,paired_stratified_percentile,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_03_four_model_nested_benchmark.csv,csv_row=3;record=model_summary;source_row=2,balanced_accuracy,45c0aa5c793cd6066235fead2370d23fa88eb161694cabfb93fbe9ae5a1730ce,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=higher;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T03_lightgbm_ordinal_mae,Results,numerical_result,Table 3,ordinal_mae,0.1983333333333333,0.1983,0.1816666666666666,0.2158333333333333,1200.0,inx_primary,lightgbm,no_salary_hike_no_attrition_no_department,paired_stratified_percentile,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_03_four_model_nested_benchmark.csv,csv_row=6;record=model_summary;source_row=5,ordinal_mae,45c0aa5c793cd6066235fead2370d23fa88eb161694cabfb93fbe9ae5a1730ce,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=lower;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T03_lightgbm_severe_error_rate,Results,numerical_result,Table 3,severe_error_rate,0.0025,0.0025,0.0,0.0058333333333333,1200.0,inx_primary,lightgbm,no_salary_hike_no_attrition_no_department,paired_stratified_percentile,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_03_four_model_nested_benchmark.csv,csv_row=7;record=model_summary;source_row=6,severe_error_rate,45c0aa5c793cd6066235fead2370d23fa88eb161694cabfb93fbe9ae5a1730ce,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=lower;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T03_lightgbm_minus_xgboost_macro_f1,Results,numerical_result,Table 3,baseline_minus_xgboost_macro_f1,-0.0155333658421361,-0.0155,-0.0381208400678785,0.0063819669389368,1200.0,inx_primary,lightgbm,no_salary_hike_no_attrition_no_department,paired_stratified_percentile,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_03_four_model_nested_benchmark.csv,csv_row=58;record=paired_model_differences;source_row=21,baseline_minus_xgboost_macro_f1,45c0aa5c793cd6066235fead2370d23fa88eb161694cabfb93fbe9ae5a1730ce,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=higher;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T04_full_feature_upper_bound_macro_f1,Results,numerical_result,Table 4,macro_f1,0.8913552207839571,0.8914,0.8697902072423065,0.9127095823155054,1200,inx_primary,xgboost,full_feature_upper_bound,paired_stratified_sample_level_percentile_bootstrap,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_04_leakage_policy_sensitivity.csv,csv_row=2;record=manuscript_policy_table;source_row=1,macro_f1,afd5284c5183c049a5e34607c6c2942838c7dbfe197f0cc3b4d63fba60a8ec7e,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=higher;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T04_full_feature_upper_bound_quadratic_weighted_kappa,Results,numerical_result,Table 4,quadratic_weighted_kappa,0.8495935988656218,0.8496,0.8160081845453239,0.881413698155139,1200,inx_primary,xgboost,full_feature_upper_bound,paired_stratified_sample_level_percentile_bootstrap,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_04_leakage_policy_sensitivity.csv,csv_row=2;record=manuscript_policy_table;source_row=1,quadratic_weighted_kappa,afd5284c5183c049a5e34607c6c2942838c7dbfe197f0cc3b4d63fba60a8ec7e,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=higher;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T04_full_feature_upper_bound_ordinal_mae,Results,numerical_result,Table 4,ordinal_mae,0.0775,0.0775,0.0625,0.0925,1200,inx_primary,xgboost,full_feature_upper_bound,paired_stratified_sample_level_percentile_bootstrap,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_04_leakage_policy_sensitivity.csv,csv_row=2;record=manuscript_policy_table;source_row=1,ordinal_mae,afd5284c5183c049a5e34607c6c2942838c7dbfe197f0cc3b4d63fba60a8ec7e,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=lower;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T04_full_feature_upper_bound_severe_error_rate,Results,numerical_result,Table 4,severe_error_rate,0.0025,0.0025,0.0,0.0058333333333333,1200,inx_primary,xgboost,full_feature_upper_bound,paired_stratified_sample_level_percentile_bootstrap,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_04_leakage_policy_sensitivity.csv,csv_row=2;record=manuscript_policy_table;source_row=1,severe_error_rate,afd5284c5183c049a5e34607c6c2942838c7dbfe197f0cc3b4d63fba60a8ec7e,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=lower;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T04_full_feature_upper_bound_minus_primary_macro_f1,Results,numerical_result,Table 4,macro_f1_policy_minus_primary,0.2703340560392864,0.2703,0.2437404995988628,0.2963853684421912,1200,inx_primary,xgboost,full_feature_upper_bound,paired_stratified_percentile,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_04_leakage_policy_sensitivity.csv,csv_row=37;record=policy_pairwise_tests;source_row=30,macro_f1_policy_minus_primary,afd5284c5183c049a5e34607c6c2942838c7dbfe197f0cc3b4d63fba60a8ec7e,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=higher;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T04_full_feature_upper_bound_minus_primary_quadratic_weighted_kappa,Results,numerical_result,Table 4,quadratic_weighted_kappa_policy_minus_primary,0.2819915210339958,0.2820,0.2512672665211945,0.3128878887429657,1200,inx_primary,xgboost,full_feature_upper_bound,paired_stratified_percentile,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_04_leakage_policy_sensitivity.csv,csv_row=38;record=policy_pairwise_tests;source_row=31,quadratic_weighted_kappa_policy_minus_primary,afd5284c5183c049a5e34607c6c2942838c7dbfe197f0cc3b4d63fba60a8ec7e,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=higher;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T04_no_salary_hike_macro_f1,Results,numerical_result,Table 4,macro_f1,0.6270282387001987,0.6270,0.6032603056453223,0.6514846535355684,1200,inx_primary,xgboost,no_salary_hike,paired_stratified_sample_level_percentile_bootstrap,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_04_leakage_policy_sensitivity.csv,csv_row=3;record=manuscript_policy_table;source_row=2,macro_f1,afd5284c5183c049a5e34607c6c2942838c7dbfe197f0cc3b4d63fba60a8ec7e,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=higher;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
T04_no_salary_hike_quadratic_weighted_kappa,Results,numerical_result,Table 4,quadratic_weighted_kappa,0.5812874657348556,0.5813,0.5506905899217441,0.6127937500295441,1200,inx_primary,xgboost,no_salary_hike,paired_stratified_sample_level_percentile_bootstrap,reports/manuscript_final/canonical_v2_20260714T221501Z_483f96f/core/core_tables/table_04_leakage_policy_sensitivity.csv,csv_row=3;record=manuscript_policy_table;source_row=2,quadratic_weighted_kappa,afd5284c5183c049a5e34607c6c2942838c7dbfe197f0cc3b4d63fba60a8ec7e,canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,verified;direction=higher;rounding=decimal ROUND_HALF_EVEN to 4 places; integer denominators unrounded
