run_id,config_hash,scientific_input_hash,source_tree_hash,metric_schema_hash,table_id,dataset_identity,model_identity,evaluation_scope,denominator,uncertainty_method,source_artifact,source_sha256,source_record_type,source_row_number,fold_contract_hash,policy,model,model_set_sha256,feature,mean_abs_grouped_shap,control_type,sensitive_or_proxy,leakage_risk,allowed_for_final_model,governance_notes,rank,n_outer_models
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,98ae57b622a56983192975c5bff94374ed51322f13c76af633c3c96ceb198cdd,global_grouped_oof_shap,inx_primary,"{""model"":""xgboost"",""policy"":""no_salary_hike_no_attrition_no_department""}",exact_fold_oof_grouped_shap_same_model_as_prediction,not_applicable_or_resolved_by_source_contract,descriptive_complete_oof_attribution_aggregation,oof_shap/global_grouped_shap_importance.csv,abc8c3f34a3b42281898ef8e2a3f3458b6bf6f0a21c3eea9911fb1b16a41bec2,global_grouped_shap_importance,11,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,ExperienceYearsAtThisCompany,0.0728905706959469,immutable,possible_proxy,none,True,Tenure can proxy age and internal opportunity.,11,10
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,98ae57b622a56983192975c5bff94374ed51322f13c76af633c3c96ceb198cdd,global_grouped_oof_shap,inx_primary,"{""model"":""xgboost"",""policy"":""no_salary_hike_no_attrition_no_department""}",exact_fold_oof_grouped_shap_same_model_as_prediction,not_applicable_or_resolved_by_source_contract,descriptive_complete_oof_attribution_aggregation,oof_shap/global_grouped_shap_importance.csv,abc8c3f34a3b42281898ef8e2a3f3458b6bf6f0a21c3eea9911fb1b16a41bec2,global_grouped_shap_importance,12,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,TrainingTimesLastYear,0.0643242312548439,employee_controllable,not_sensitive,low,True,Partly employee-controllable but often organisation-mediated.,12,10
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,98ae57b622a56983192975c5bff94374ed51322f13c76af633c3c96ceb198cdd,global_grouped_oof_shap,inx_primary,"{""model"":""xgboost"",""policy"":""no_salary_hike_no_attrition_no_department""}",exact_fold_oof_grouped_shap_same_model_as_prediction,not_applicable_or_resolved_by_source_contract,descriptive_complete_oof_attribution_aggregation,oof_shap/global_grouped_shap_importance.csv,abc8c3f34a3b42281898ef8e2a3f3458b6bf6f0a21c3eea9911fb1b16a41bec2,global_grouped_shap_importance,13,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,BusinessTravelFrequency,0.0579972218376315,organisation_controllable,possible_proxy,low,True,Assignment/travel pattern may reflect role or organisational constraints.,13,10
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,98ae57b622a56983192975c5bff94374ed51322f13c76af633c3c96ceb198cdd,global_grouped_oof_shap,inx_primary,"{""model"":""xgboost"",""policy"":""no_salary_hike_no_attrition_no_department""}",exact_fold_oof_grouped_shap_same_model_as_prediction,not_applicable_or_resolved_by_source_contract,descriptive_complete_oof_attribution_aggregation,oof_shap/global_grouped_shap_importance.csv,abc8c3f34a3b42281898ef8e2a3f3458b6bf6f0a21c3eea9911fb1b16a41bec2,global_grouped_shap_importance,14,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,NumCompaniesWorked,0.0557993290165339,immutable,possible_proxy,none,True,"Work history can proxy age, opportunity, or labor-market history.",14,10
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,98ae57b622a56983192975c5bff94374ed51322f13c76af633c3c96ceb198cdd,global_grouped_oof_shap,inx_primary,"{""model"":""xgboost"",""policy"":""no_salary_hike_no_attrition_no_department""}",exact_fold_oof_grouped_shap_same_model_as_prediction,not_applicable_or_resolved_by_source_contract,descriptive_complete_oof_attribution_aggregation,oof_shap/global_grouped_shap_importance.csv,abc8c3f34a3b42281898ef8e2a3f3458b6bf6f0a21c3eea9911fb1b16a41bec2,global_grouped_shap_importance,15,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,EducationBackground,0.0541235560850186,immutable,possible_proxy,low,True,May encode social or demographic proxy effects; audit subgroup and proxy behavior.,15,10
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,98ae57b622a56983192975c5bff94374ed51322f13c76af633c3c96ceb198cdd,global_grouped_oof_shap,inx_primary,"{""model"":""xgboost"",""policy"":""no_salary_hike_no_attrition_no_department""}",exact_fold_oof_grouped_shap_same_model_as_prediction,not_applicable_or_resolved_by_source_contract,descriptive_complete_oof_attribution_aggregation,oof_shap/global_grouped_shap_importance.csv,abc8c3f34a3b42281898ef8e2a3f3458b6bf6f0a21c3eea9911fb1b16a41bec2,global_grouped_shap_importance,16,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,EmpEducationLevel,0.0530352430750483,employee_controllable,possible_proxy,none,True,Partly employee-controllable over long horizons; not a short-term prescription.,16,10
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,98ae57b622a56983192975c5bff94374ed51322f13c76af633c3c96ceb198cdd,global_grouped_oof_shap,inx_primary,"{""model"":""xgboost"",""policy"":""no_salary_hike_no_attrition_no_department""}",exact_fold_oof_grouped_shap_same_model_as_prediction,not_applicable_or_resolved_by_source_contract,descriptive_complete_oof_attribution_aggregation,oof_shap/global_grouped_shap_importance.csv,abc8c3f34a3b42281898ef8e2a3f3458b6bf6f0a21c3eea9911fb1b16a41bec2,global_grouped_shap_importance,17,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,EmpRelationshipSatisfaction,0.0453795527070299,manager_controllable,not_sensitive,medium,True,Potentially concurrent survey measure; use non-causal interpretation.,17,10
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,98ae57b622a56983192975c5bff94374ed51322f13c76af633c3c96ceb198cdd,global_grouped_oof_shap,inx_primary,"{""model"":""xgboost"",""policy"":""no_salary_hike_no_attrition_no_department""}",exact_fold_oof_grouped_shap_same_model_as_prediction,not_applicable_or_resolved_by_source_contract,descriptive_complete_oof_attribution_aggregation,oof_shap/global_grouped_shap_importance.csv,abc8c3f34a3b42281898ef8e2a3f3458b6bf6f0a21c3eea9911fb1b16a41bec2,global_grouped_shap_importance,18,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,EmpJobLevel,0.0433724638685453,organisation_controllable,possible_proxy,low,True,Seniority/level may encode historical opportunity and organisational structure.,18,10
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,98ae57b622a56983192975c5bff94374ed51322f13c76af633c3c96ceb198cdd,global_grouped_oof_shap,inx_primary,"{""model"":""xgboost"",""policy"":""no_salary_hike_no_attrition_no_department""}",exact_fold_oof_grouped_shap_same_model_as_prediction,not_applicable_or_resolved_by_source_contract,descriptive_complete_oof_attribution_aggregation,oof_shap/global_grouped_shap_importance.csv,abc8c3f34a3b42281898ef8e2a3f3458b6bf6f0a21c3eea9911fb1b16a41bec2,global_grouped_shap_importance,19,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,EmpJobInvolvement,0.0329392182859394,employee_controllable,not_sensitive,medium,True,Potentially actionable but may be self-report or manager-rated; do not treat causally.,19,10
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,f1e358e99914563305428cece1b1595bc76a58643184407ec5b222162d650332,98ae57b622a56983192975c5bff94374ed51322f13c76af633c3c96ceb198cdd,global_grouped_oof_shap,inx_primary,"{""model"":""xgboost"",""policy"":""no_salary_hike_no_attrition_no_department""}",exact_fold_oof_grouped_shap_same_model_as_prediction,not_applicable_or_resolved_by_source_contract,descriptive_complete_oof_attribution_aggregation,oof_shap/global_grouped_shap_importance.csv,abc8c3f34a3b42281898ef8e2a3f3458b6bf6f0a21c3eea9911fb1b16a41bec2,global_grouped_shap_importance,20,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,OverTime,0.0323772188900269,manager_controllable,possible_proxy,medium,True,May reflect staffing/manager assignment rather than employee choice.,20,10
