run_id,config_hash,sample_index,fold,target
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,84,3,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,85,6,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,86,6,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,87,2,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,88,3,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,89,2,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,90,4,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,91,2,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,92,7,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,93,6,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,94,7,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,95,8,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,96,10,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,97,7,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,98,8,4
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,99,5,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,100,10,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,101,6,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,102,4,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,103,7,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,104,3,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,105,3,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,106,7,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,107,9,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,108,8,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,109,6,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,110,10,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,111,6,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,112,1,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,113,10,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,114,9,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,115,4,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,116,1,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,117,3,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,118,9,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,119,10,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,120,1,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,121,6,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,122,9,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,123,7,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,124,6,4
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,125,4,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,126,9,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,127,9,4
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,128,6,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,129,9,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,130,7,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,131,8,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,132,2,2
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,133,6,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,134,5,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,135,1,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,136,3,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,137,10,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,138,3,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,139,10,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,140,7,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,141,8,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,142,10,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,143,10,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,144,5,4
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,145,7,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,146,6,4
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,147,5,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,148,1,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,149,10,4
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,150,1,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,151,3,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,152,5,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,153,6,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,154,9,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,155,2,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,156,1,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,157,10,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,158,1,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,159,5,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,160,6,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,161,7,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,162,6,2
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,163,3,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,164,1,2
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,165,5,2
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,166,4,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,167,9,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,168,1,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,169,1,2
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,170,9,2
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,171,9,4
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,172,1,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,173,8,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,174,7,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,175,10,2
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,176,10,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,177,3,2
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,178,5,2
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,179,2,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,180,10,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,181,10,3
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,182,1,2
