run_id,config_hash,dataset_key,task_type,task_comparison_group,metric,applicable,inapplicable_representation,applicability_note
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,three_class_ordinal_performance,adjacent_accuracy,True,,Ordinal and severe-error metrics apply to the ordered 2/3/4 target. Independent replication remains distinct from locked-model transport.
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,three_class_ordinal_performance,severe_error_rate,True,,Ordinal and severe-error metrics apply to the ordered 2/3/4 target. Independent replication remains distinct from locked-model transport.
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,three_class_ordinal_performance,nll_log_loss,True,,Ordinal and severe-error metrics apply to the ordered 2/3/4 target. Independent replication remains distinct from locked-model transport.
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,three_class_ordinal_performance,multiclass_brier,True,,Ordinal and severe-error metrics apply to the ordered 2/3/4 target. Independent replication remains distinct from locked-model transport.
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,three_class_ordinal_performance,binary_brier,False,N/A,Ordinal and severe-error metrics apply to the ordered 2/3/4 target. Independent replication remains distinct from locked-model transport.
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,three_class_ordinal_performance,roc_auc,False,N/A,Ordinal and severe-error metrics apply to the ordered 2/3/4 target. Independent replication remains distinct from locked-model transport.
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,three_class_ordinal_performance,average_precision,False,N/A,Ordinal and severe-error metrics apply to the ordered 2/3/4 target. Independent replication remains distinct from locked-model transport.
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,three_class_ordinal_performance,ece_confidence,True,,Ordinal and severe-error metrics apply to the ordered 2/3/4 target. Independent replication remains distinct from locked-model transport.
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_performance,restricted_target_performance_robustness,restricted_target_performance_robustness,accuracy,True,,"Ordinal distance, adjacency, and severe-error metrics are N/A because the observed 3/4-only target is restricted and is not comparable with the primary 2/3/4 task."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_performance,restricted_target_performance_robustness,restricted_target_performance_robustness,balanced_accuracy,True,,"Ordinal distance, adjacency, and severe-error metrics are N/A because the observed 3/4-only target is restricted and is not comparable with the primary 2/3/4 task."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_performance,restricted_target_performance_robustness,restricted_target_performance_robustness,macro_f1,True,,"Ordinal distance, adjacency, and severe-error metrics are N/A because the observed 3/4-only target is restricted and is not comparable with the primary 2/3/4 task."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_performance,restricted_target_performance_robustness,restricted_target_performance_robustness,weighted_f1,True,,"Ordinal distance, adjacency, and severe-error metrics are N/A because the observed 3/4-only target is restricted and is not comparable with the primary 2/3/4 task."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_performance,restricted_target_performance_robustness,restricted_target_performance_robustness,macro_precision,True,,"Ordinal distance, adjacency, and severe-error metrics are N/A because the observed 3/4-only target is restricted and is not comparable with the primary 2/3/4 task."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_performance,restricted_target_performance_robustness,restricted_target_performance_robustness,weighted_precision,True,,"Ordinal distance, adjacency, and severe-error metrics are N/A because the observed 3/4-only target is restricted and is not comparable with the primary 2/3/4 task."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_performance,restricted_target_performance_robustness,restricted_target_performance_robustness,macro_recall,True,,"Ordinal distance, adjacency, and severe-error metrics are N/A because the observed 3/4-only target is restricted and is not comparable with the primary 2/3/4 task."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_performance,restricted_target_performance_robustness,restricted_target_performance_robustness,weighted_recall,True,,"Ordinal distance, adjacency, and severe-error metrics are N/A because the observed 3/4-only target is restricted and is not comparable with the primary 2/3/4 task."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_performance,restricted_target_performance_robustness,restricted_target_performance_robustness,quadratic_weighted_kappa,False,N/A,"Ordinal distance, adjacency, and severe-error metrics are N/A because the observed 3/4-only target is restricted and is not comparable with the primary 2/3/4 task."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_performance,restricted_target_performance_robustness,restricted_target_performance_robustness,ordinal_mae,False,N/A,"Ordinal distance, adjacency, and severe-error metrics are N/A because the observed 3/4-only target is restricted and is not comparable with the primary 2/3/4 task."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_performance,restricted_target_performance_robustness,restricted_target_performance_robustness,adjacent_accuracy,False,N/A,"Ordinal distance, adjacency, and severe-error metrics are N/A because the observed 3/4-only target is restricted and is not comparable with the primary 2/3/4 task."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_performance,restricted_target_performance_robustness,restricted_target_performance_robustness,severe_error_rate,False,N/A,"Ordinal distance, adjacency, and severe-error metrics are N/A because the observed 3/4-only target is restricted and is not comparable with the primary 2/3/4 task."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_performance,restricted_target_performance_robustness,restricted_target_performance_robustness,nll_log_loss,True,,"Ordinal distance, adjacency, and severe-error metrics are N/A because the observed 3/4-only target is restricted and is not comparable with the primary 2/3/4 task."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_performance,restricted_target_performance_robustness,restricted_target_performance_robustness,multiclass_brier,False,N/A,"Ordinal distance, adjacency, and severe-error metrics are N/A because the observed 3/4-only target is restricted and is not comparable with the primary 2/3/4 task."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_performance,restricted_target_performance_robustness,restricted_target_performance_robustness,binary_brier,False,N/A,"Ordinal distance, adjacency, and severe-error metrics are N/A because the observed 3/4-only target is restricted and is not comparable with the primary 2/3/4 task."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_performance,restricted_target_performance_robustness,restricted_target_performance_robustness,roc_auc,False,N/A,"Ordinal distance, adjacency, and severe-error metrics are N/A because the observed 3/4-only target is restricted and is not comparable with the primary 2/3/4 task."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_performance,restricted_target_performance_robustness,restricted_target_performance_robustness,average_precision,False,N/A,"Ordinal distance, adjacency, and severe-error metrics are N/A because the observed 3/4-only target is restricted and is not comparable with the primary 2/3/4 task."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_performance,restricted_target_performance_robustness,restricted_target_performance_robustness,ece_confidence,True,,"Ordinal distance, adjacency, and severe-error metrics are N/A because the observed 3/4-only target is restricted and is not comparable with the primary 2/3/4 task."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition,binary_attrition_transfer,related_binary_task_transfer,accuracy,True,,"Ordinal metrics are N/A for binary attrition transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition,binary_attrition_transfer,related_binary_task_transfer,balanced_accuracy,True,,"Ordinal metrics are N/A for binary attrition transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition,binary_attrition_transfer,related_binary_task_transfer,macro_f1,True,,"Ordinal metrics are N/A for binary attrition transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition,binary_attrition_transfer,related_binary_task_transfer,weighted_f1,True,,"Ordinal metrics are N/A for binary attrition transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition,binary_attrition_transfer,related_binary_task_transfer,macro_precision,True,,"Ordinal metrics are N/A for binary attrition transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition,binary_attrition_transfer,related_binary_task_transfer,weighted_precision,True,,"Ordinal metrics are N/A for binary attrition transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition,binary_attrition_transfer,related_binary_task_transfer,macro_recall,True,,"Ordinal metrics are N/A for binary attrition transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition,binary_attrition_transfer,related_binary_task_transfer,weighted_recall,True,,"Ordinal metrics are N/A for binary attrition transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition,binary_attrition_transfer,related_binary_task_transfer,quadratic_weighted_kappa,False,N/A,"Ordinal metrics are N/A for binary attrition transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition,binary_attrition_transfer,related_binary_task_transfer,ordinal_mae,False,N/A,"Ordinal metrics are N/A for binary attrition transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition,binary_attrition_transfer,related_binary_task_transfer,adjacent_accuracy,False,N/A,"Ordinal metrics are N/A for binary attrition transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition,binary_attrition_transfer,related_binary_task_transfer,severe_error_rate,False,N/A,"Ordinal metrics are N/A for binary attrition transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition,binary_attrition_transfer,related_binary_task_transfer,nll_log_loss,True,,"Ordinal metrics are N/A for binary attrition transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition,binary_attrition_transfer,related_binary_task_transfer,multiclass_brier,False,N/A,"Ordinal metrics are N/A for binary attrition transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition,binary_attrition_transfer,related_binary_task_transfer,binary_brier,True,,"Ordinal metrics are N/A for binary attrition transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition,binary_attrition_transfer,related_binary_task_transfer,roc_auc,True,,"Ordinal metrics are N/A for binary attrition transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition,binary_attrition_transfer,related_binary_task_transfer,average_precision,True,,"Ordinal metrics are N/A for binary attrition transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition,binary_attrition_transfer,related_binary_task_transfer,ece_confidence,True,,"Ordinal metrics are N/A for binary attrition transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related_binary_task_transfer,accuracy,True,,"Ordinal metrics are N/A for binary turnover transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related_binary_task_transfer,balanced_accuracy,True,,"Ordinal metrics are N/A for binary turnover transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related_binary_task_transfer,macro_f1,True,,"Ordinal metrics are N/A for binary turnover transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related_binary_task_transfer,weighted_f1,True,,"Ordinal metrics are N/A for binary turnover transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related_binary_task_transfer,macro_precision,True,,"Ordinal metrics are N/A for binary turnover transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related_binary_task_transfer,weighted_precision,True,,"Ordinal metrics are N/A for binary turnover transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related_binary_task_transfer,macro_recall,True,,"Ordinal metrics are N/A for binary turnover transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related_binary_task_transfer,weighted_recall,True,,"Ordinal metrics are N/A for binary turnover transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related_binary_task_transfer,quadratic_weighted_kappa,False,N/A,"Ordinal metrics are N/A for binary turnover transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related_binary_task_transfer,ordinal_mae,False,N/A,"Ordinal metrics are N/A for binary turnover transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related_binary_task_transfer,adjacent_accuracy,False,N/A,"Ordinal metrics are N/A for binary turnover transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related_binary_task_transfer,severe_error_rate,False,N/A,"Ordinal metrics are N/A for binary turnover transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related_binary_task_transfer,nll_log_loss,True,,"Ordinal metrics are N/A for binary turnover transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related_binary_task_transfer,multiclass_brier,False,N/A,"Ordinal metrics are N/A for binary turnover transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related_binary_task_transfer,binary_brier,True,,"Ordinal metrics are N/A for binary turnover transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related_binary_task_transfer,roc_auc,True,,"Ordinal metrics are N/A for binary turnover transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related_binary_task_transfer,average_precision,True,,"Ordinal metrics are N/A for binary turnover transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related_binary_task_transfer,ece_confidence,True,,"Ordinal metrics are N/A for binary turnover transfer; in particular, |y_true-y_pred|>1 is structurally impossible and must not be reported as zero risk."
