run_id,config_hash,scientific_input_hash,fold_contract_hash,policy,model,model_set_sha256,feature,mean_abs_grouped_shap,control_type,sensitive_or_proxy,leakage_risk,allowed_for_final_model,governance_notes,rank,n_outer_models,class_label,_canonical_csv_row
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,TotalWorkExperienceInYears,0.07456611536193426,immutable,possible_proxy,none,True,May proxy age and historical opportunity.,12,10,2,13
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,NumCompaniesWorked,0.0654826323868959,immutable,possible_proxy,none,True,"Work history can proxy age, opportunity, or labor-market history.",13,10,2,14
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,EmpJobSatisfaction,0.061318725042486526,manager_controllable,not_sensitive,medium,True,Potentially concurrent survey measure; reason codes need non-causal warning.,14,10,2,15
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,EmpRelationshipSatisfaction,0.05307376335297401,manager_controllable,not_sensitive,medium,True,Potentially concurrent survey measure; use non-causal interpretation.,15,10,2,16
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,ExperienceYearsAtThisCompany,0.036155320841280626,immutable,possible_proxy,none,True,Tenure can proxy age and internal opportunity.,16,10,2,17
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,TrainingTimesLastYear,0.03160030875213124,employee_controllable,not_sensitive,low,True,Partly employee-controllable but often organisation-mediated.,17,10,2,18
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,EmpJobInvolvement,0.027556650277741332,employee_controllable,not_sensitive,medium,True,Potentially actionable but may be self-report or manager-rated; do not treat causally.,18,10,2,19
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,BusinessTravelFrequency,0.009064463302966033,organisation_controllable,possible_proxy,low,True,Assignment/travel pattern may reflect role or organisational constraints.,19,10,2,20
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,OverTime,0.006130805711187956,manager_controllable,possible_proxy,medium,True,May reflect staffing/manager assignment rather than employee choice.,20,10,2,21
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,EmpEnvironmentSatisfaction,0.30638967607112133,manager_controllable,not_sensitive,medium,True,May be measured near evaluation time; use as decision-support signal with temporality warning.,1,10,3,2
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,YearsSinceLastPromotion,0.2406305951603766,organisation_controllable,possible_proxy,medium,True,May encode prior performance or promotion decisions; audit as historical-decision proxy.,2,10,3,3
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,EmpJobRole,0.19162172984052897,organisation_controllable,possible_proxy,low,True,May proxy department after EmpDepartment is removed; requires proxy audit.,3,10,3,4
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,EmpHourlyRate,0.12794290810804038,organisation_controllable,possible_proxy,low,True,Compensation-related but less directly outcome-proximal than salary hike; audit for proxy risk.,4,10,3,5
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,ExperienceYearsInCurrentRole,0.11881049494957552,organisation_controllable,possible_proxy,low,True,Role tenure may reflect staffing and promotion pathways.,5,10,3,6
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,YearsWithCurrManager,0.10596204261004459,organisation_controllable,possible_proxy,low,True,Manager assignment and tenure can encode organisational structure.,6,10,3,7
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,TotalWorkExperienceInYears,0.09330417840026106,immutable,possible_proxy,none,True,May proxy age and historical opportunity.,7,10,3,8
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,DistanceFromHome,0.08477859032008685,immutable,possible_proxy,none,True,Can proxy socioeconomic or location constraints; audit before final use.,8,10,3,9
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,TrainingTimesLastYear,0.07375561137884991,employee_controllable,not_sensitive,low,True,Partly employee-controllable but often organisation-mediated.,9,10,3,10
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,ExperienceYearsAtThisCompany,0.07219443763606251,immutable,possible_proxy,none,True,Tenure can proxy age and internal opportunity.,10,10,3,11
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,BusinessTravelFrequency,0.07200832127236936,organisation_controllable,possible_proxy,low,True,Assignment/travel pattern may reflect role or organisational constraints.,11,10,3,12
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,EmpJobSatisfaction,0.07159899184562771,manager_controllable,not_sensitive,medium,True,Potentially concurrent survey measure; reason codes need non-causal warning.,12,10,3,13
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,OverTime,0.051992138553893404,manager_controllable,possible_proxy,medium,True,May reflect staffing/manager assignment rather than employee choice.,13,10,3,14
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,EducationBackground,0.0495663931468395,immutable,possible_proxy,low,True,May encode social or demographic proxy effects; audit subgroup and proxy behavior.,14,10,3,15
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,NumCompaniesWorked,0.0481471526598034,immutable,possible_proxy,none,True,"Work history can proxy age, opportunity, or labor-market history.",15,10,3,16
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,EmpRelationshipSatisfaction,0.04023144727590989,manager_controllable,not_sensitive,medium,True,Potentially concurrent survey measure; use non-causal interpretation.,16,10,3,17
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,EmpJobInvolvement,0.03283368285060836,employee_controllable,not_sensitive,medium,True,Potentially actionable but may be self-report or manager-rated; do not treat causally.,17,10,3,18
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,EmpWorkLifeBalance,0.03255615341306111,manager_controllable,possible_proxy,medium,True,Often shaped by manager/team constraints; avoid employee-blaming recommendations.,18,10,3,19
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,EmpEducationLevel,0.026529032020892677,employee_controllable,possible_proxy,none,True,Partly employee-controllable over long horizons; not a short-term prescription.,19,10,3,20
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,EmpJobLevel,0.024671222917131672,organisation_controllable,possible_proxy,low,True,Seniority/level may encode historical opportunity and organisational structure.,20,10,3,21
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,EmpEnvironmentSatisfaction,0.5495685503624069,manager_controllable,not_sensitive,medium,True,May be measured near evaluation time; use as decision-support signal with temporality warning.,1,10,4,2
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,EmpWorkLifeBalance,0.2311041868363342,manager_controllable,possible_proxy,medium,True,Often shaped by manager/team constraints; avoid employee-blaming recommendations.,2,10,4,3
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,YearsSinceLastPromotion,0.2216802377580704,organisation_controllable,possible_proxy,medium,True,May encode prior performance or promotion decisions; audit as historical-decision proxy.,3,10,4,4
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,EmpHourlyRate,0.16361582231120944,organisation_controllable,possible_proxy,low,True,Compensation-related but less directly outcome-proximal than salary hike; audit for proxy risk.,4,10,4,5
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,EmpJobRole,0.1540521561006214,organisation_controllable,possible_proxy,low,True,May proxy department after EmpDepartment is removed; requires proxy audit.,5,10,4,6
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,ExperienceYearsInCurrentRole,0.14103737846865746,organisation_controllable,possible_proxy,low,True,Role tenure may reflect staffing and promotion pathways.,6,10,4,7
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,DistanceFromHome,0.12169651372389732,immutable,possible_proxy,none,True,Can proxy socioeconomic or location constraints; audit before final use.,7,10,4,8
canonical_v2_20260714T221501Z_483f96f,51415c2ce68c89d9ce2b042b0a7a811fe3e98180b72460006f9d0465f6bf49b7,06c507bee525ea1daca43b61249764007d4d8baaa05c9333f23446ea723ce160,c1300316fe5baec24e789c06aec35dd4f283fa4843b71c7aab1edbf4818f8e91,no_salary_hike_no_attrition_no_department,xgboost,d483d8ddb93a47a99a2eab54fe3d138d8f614798dd418bca860ea3f20c813f51,ExperienceYearsAtThisCompany,0.11032195361049768,immutable,possible_proxy,none,True,Tenure can proxy age and internal opportunity.,8,10,4,9
