run_id,config_hash,policy,sample_index,fold,class_label,feature,grouped_shap_value,abs_grouped_shap_value,feature_value,control_type,sensitive_or_proxy,leakage_risk,allowed_for_final_model,governance_notes,case_type,sampling_reason
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,18,7,3,EmpEducationLevel,0.06598798930644989,0.06598798930644989,1,employee_controllable,possible_proxy,none,True,Partly employee-controllable over long horizons; not a short-term prescription.,incorrect_high_confidence,incorrect and highest OOF confidence
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,18,7,3,BusinessTravelFrequency,0.06535591930150986,0.06535591930150986,Travel_Rarely,organisation_controllable,possible_proxy,low,True,Assignment/travel pattern may reflect role or organisational constraints.,incorrect_high_confidence,incorrect and highest OOF confidence
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,18,7,3,EmpJobInvolvement,-0.04698851704597473,0.04698851704597473,2,employee_controllable,not_sensitive,medium,True,Potentially actionable but may be self-report or manager-rated; do not treat causally.,incorrect_high_confidence,incorrect and highest OOF confidence
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,18,7,3,EducationBackground,-0.044906917959451675,0.044906917959451675,Medical,immutable,possible_proxy,low,True,May encode social or demographic proxy effects; audit subgroup and proxy behavior.,incorrect_high_confidence,incorrect and highest OOF confidence
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,18,7,3,EmpJobSatisfaction,0.04346189647912979,0.04346189647912979,4,manager_controllable,not_sensitive,medium,True,Potentially concurrent survey measure; reason codes need non-causal warning.,incorrect_high_confidence,incorrect and highest OOF confidence
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,18,7,3,YearsSinceLastPromotion,-0.040520086884498596,0.040520086884498596,2,organisation_controllable,possible_proxy,medium,True,May encode prior performance or promotion decisions; audit as historical-decision proxy.,incorrect_high_confidence,incorrect and highest OOF confidence
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,18,7,3,EmpJobLevel,0.038977913558483124,0.038977913558483124,1,organisation_controllable,possible_proxy,low,True,Seniority/level may encode historical opportunity and organisational structure.,incorrect_high_confidence,incorrect and highest OOF confidence
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,18,7,3,ExperienceYearsAtThisCompany,0.028255291283130646,0.028255291283130646,4,immutable,possible_proxy,none,True,Tenure can proxy age and internal opportunity.,incorrect_high_confidence,incorrect and highest OOF confidence
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,18,7,3,TotalWorkExperienceInYears,0.008588535711169243,0.008588535711169243,5,immutable,possible_proxy,none,True,May proxy age and historical opportunity.,incorrect_high_confidence,incorrect and highest OOF confidence
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,18,7,3,EmpWorkLifeBalance,0.0007054126472212374,0.0007054126472212374,2,manager_controllable,possible_proxy,medium,True,Often shaped by manager/team constraints; avoid employee-blaming recommendations.,incorrect_high_confidence,incorrect and highest OOF confidence
