run_id,config_hash,policy,method,fold,n_outer_train,n_inner_train,n_calibration,n_test,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,weighted_precision,macro_recall,weighted_recall,ordinal_mae,adjacent_accuracy,severe_error_rate,quadratic_weighted_kappa,nll_log_loss,ece_confidence,multiclass_brier,roc_auc,average_precision,binary_brier
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,sigmoid,4,1080,864,216,120,0.8,0.5699760765550239,0.5342250196695515,0.7545633359559402,0.5027829313543599,0.7140769944341373,0.5699760765550239,0.8,0.2,1.0,0.0,0.5366795366795367,0.479517005572367,0.04861598939170998,0.2906692498082542,,,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,isotonic,4,1080,864,216,120,0.8166666666666667,0.6050637958532695,0.5570441523424334,0.7708459723626558,0.5173611111111112,0.7309027777777778,0.6050637958532695,0.8166666666666667,0.18333333333333332,1.0,0.0,0.5895522388059702,0.6062113355055229,0.04064218104609175,0.29291772659956766,,,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,raw,5,1080,864,216,120,0.85,0.6438942183043816,0.6304804804804806,0.8085172672672674,0.8888888888888888,0.8662698412698412,0.6438942183043816,0.85,0.15833333333333333,0.9916666666666667,0.008333333333333333,0.6062500000000001,0.45483357440892674,0.08149189181919489,0.2630679947034676,,,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,sigmoid,5,1080,864,216,120,0.85,0.6239161121193789,0.5996640537513999,0.7972517730496453,0.5787736668403682,0.7518151815181519,0.6239161121193789,0.85,0.15,1.0,0.0,0.6429752066115701,0.44833462601491997,0.029515102087092068,0.25931750875763143,,,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,isotonic,5,1080,864,216,120,0.8416666666666667,0.6200846944948578,0.5844086021505376,0.7894220430107526,0.5526695526695526,0.7433261183261184,0.6200846944948578,0.8416666666666667,0.16666666666666666,0.9916666666666667,0.008333333333333333,0.5789473684210527,0.42561551116450996,0.03365143676362621,0.25794395059216885,,,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,raw,6,1080,864,216,120,0.85,0.6576066603289833,0.6325266718709341,0.8089201144938849,0.8823973429951691,0.8674026268115943,0.6576066603289833,0.85,0.15833333333333333,0.9916666666666667,0.008333333333333333,0.6193353474320242,0.4959713047010424,0.10802053132139934,0.2738783805114811,,,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,sigmoid,6,1080,864,216,120,0.8416666666666667,0.6337971365194596,0.5864389233954451,0.7897903726708075,0.5460929329149858,0.7442738682205288,0.6337971365194596,0.8416666666666667,0.16666666666666666,0.9916666666666667,0.008333333333333333,0.5932203389830508,0.4723610446774543,0.05512285088449354,0.27188970517270583,,,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,isotonic,6,1080,864,216,120,0.8416666666666667,0.6337971365194596,0.5864389233954451,0.7897903726708075,0.5460929329149858,0.7442738682205288,0.6337971365194596,0.8416666666666667,0.16666666666666666,0.9916666666666667,0.008333333333333333,0.5932203389830508,0.722476958186887,0.02626527255893742,0.2733318562930339,,,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,raw,7,1080,864,216,120,0.8583333333333333,0.6513409961685824,0.612445461092049,0.8126890329139662,0.5780495169082126,0.7717504528985508,0.6513409961685824,0.8583333333333333,0.14166666666666666,1.0,0.0,0.6876913655848133,0.47249842873122483,0.10018983522058647,0.26439309404011324,,,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,sigmoid,7,1080,864,216,120,0.8666666666666667,0.6423371647509578,0.6136025876387796,0.8171059533175977,0.5877825877825877,0.7732683982683982,0.6423371647509578,0.8666666666666667,0.13333333333333333,1.0,0.0,0.6896217264791464,0.426106126629222,0.06101074541583425,0.24492760016365658,,,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,isotonic,7,1080,864,216,120,0.875,0.6590038314176245,0.6237666237666238,0.824946374946375,0.5921459492888065,0.7803416821273963,0.6590038314176245,0.875,0.125,1.0,0.0,0.7139224411951685,0.8016502378888112,0.052694145550338516,0.24373283647818778,,,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,raw,8,1080,864,216,120,0.8333333333333334,0.5885057471264368,0.5861606287138202,0.792016484569676,0.5909532129683557,0.7598330421277422,0.5885057471264368,0.8333333333333334,0.16666666666666666,1.0,0.0,0.6019900497512438,0.49523823532174366,0.06710412647466517,0.27717338624771665,,,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,sigmoid,8,1080,864,216,120,0.85,0.596168582375479,0.5900426742532007,0.8004599336178283,0.5920426422996382,0.7622025509232819,0.596168582375479,0.85,0.15,1.0,0.0,0.6251301631377993,0.4713364666386396,0.07096722633448752,0.2703299332053496,,,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,isotonic,8,1080,864,216,120,0.85,0.596168582375479,0.5900426742532007,0.8004599336178283,0.5920426422996382,0.7622025509232819,0.596168582375479,0.85,0.15,1.0,0.0,0.6251301631377993,0.44663584187199723,0.06519497113444594,0.25710528196648413,,,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,raw,9,1080,864,216,120,0.85,0.6090038314176245,0.5920167303146027,0.800884251682124,0.5787736668403682,0.759271321869029,0.6090038314176245,0.85,0.15,1.0,0.0,0.6384332105791763,0.5518769811009431,0.11077989587553404,0.2888876416343504,,,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,sigmoid,9,1080,864,216,120,0.85,0.6090038314176245,0.5920167303146027,0.800884251682124,0.5787736668403682,0.759271321869029,0.6090038314176245,0.85,0.15,1.0,0.0,0.6384332105791763,0.4874183791556372,0.061591243986087674,0.2757184189911187,,,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,isotonic,9,1080,864,216,120,0.85,0.6090038314176245,0.5920167303146027,0.800884251682124,0.5787736668403682,0.759271321869029,0.6090038314176245,0.85,0.15,1.0,0.0,0.6384332105791763,0.5202832738811438,0.07439488105113728,0.2915075452986275,,,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,raw,10,1080,864,216,120,0.8583333333333333,0.6385057471264367,0.611645792133597,0.8128499230938255,0.5873015873015873,0.7722222222222221,0.6385057471264367,0.8583333333333333,0.14166666666666666,1.0,0.0,0.6772151898734178,0.4725425491581442,0.09514767138654595,0.2489974164396775,,,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,sigmoid,10,1080,864,216,120,0.8583333333333333,0.6256704980842912,0.603030303030303,0.8090909090909091,0.5833333333333334,0.76625,0.6256704980842912,0.8583333333333333,0.14166666666666666,1.0,0.0,0.6644736842105263,0.42667540465502785,0.09942152180077288,0.24107736826626927,,,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,no_salary_hike_no_attrition_no_department,isotonic,10,1080,864,216,120,0.85,0.6346743295019156,0.602311939268461,0.8048697377501725,0.5731021555763823,0.7643002186816619,0.6346743295019156,0.85,0.15,1.0,0.0,0.6638655462184875,0.43408425314385757,0.028978376497003425,0.252566527038573,,,
