feature_set,attribute,metric,class_label,point_estimate,ci_low,ci_high,bootstrap_std,n_boot_valid,min_group_support_threshold,source_file
no_salary_hike_no_attrition_no_department,EducationBackground,positive_prediction_rate,2.0,0.1948683919486839,0.1174971162938567,0.2744399873654765,0.0428561297482866,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,EducationBackground,positive_prediction_rate,4.0,0.01,0.0008979206049149,0.0342966300940438,0.0082388251690581,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,EducationBackground,precision,4.0,1.0,0.0,1.0,0.4913030913554244,487,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,EducationBackground,precision,2.0,0.1547619047619047,0.099504716981132,0.9,0.1745496675980342,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,EducationBackground,precision,3.0,0.0599362803663878,0.0344709252596265,0.1932931719690723,0.0416713146584148,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,EducationBackground,true_positive_rate,2.0,0.1153846153846154,0.078531746031746,0.3211538461538456,0.0583731645591282,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,EducationBackground,true_positive_rate,4.0,0.0714285714285714,0.0,0.2267094017094015,0.0683188423084116,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,EducationBackground,true_positive_rate,3.0,0.0459726443768996,0.0243125072079344,0.1143258864932288,0.0236510938111449,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,EmpDepartment,accuracy,,0.0984227486008253,0.0428291650634859,0.217164291449217,0.0454218301648199,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,EmpDepartment,false_positive_rate,3.0,0.7368421052631579,0.5983822815127458,0.9344018954918032,0.0869520567294547,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,EmpDepartment,false_positive_rate,2.0,0.0454545454545454,0.028871945259042,0.0834996831432192,0.0161942509190713,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,EmpDepartment,false_positive_rate,4.0,0.0208333333333333,0.0,0.0690142706131077,0.0190306737881132,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,EmpDepartment,macro_f1,,0.2688590531332467,0.1848783532680399,0.3492426064838457,0.0423286857110959,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,EmpDepartment,mean_predicted_probability,2.0,0.2210573585552573,0.1511117901376376,0.3460584474735477,0.0507986399165923,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,EmpDepartment,mean_predicted_probability,3.0,0.2129794267399565,0.1416285550589112,0.3307216977533517,0.0479190666486209,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,EmpDepartment,mean_predicted_probability,4.0,0.0226750233511839,0.0148184828786643,0.0581875654151251,0.0112831929521474,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,EmpDepartment,positive_prediction_rate,2.0,0.2701113686471819,0.1962751169145507,0.4103427544598637,0.0561200364499686,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,EmpDepartment,positive_prediction_rate,3.0,0.2673412855446888,0.1960101419051433,0.4074501924763928,0.0550866869859832,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,EmpDepartment,positive_prediction_rate,4.0,0.0185185185185185,0.001161369193154,0.0631981382978723,0.0167246513874448,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,EmpDepartment,precision,4.0,1.0,0.0,1.0,0.4913030913554244,487,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,EmpDepartment,precision,2.0,0.7692307692307692,0.5,1.0,0.1256870637744801,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,EmpDepartment,precision,3.0,0.0451436388508891,0.0317908954125471,0.2240173028459031,0.048268777683378,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,EmpDepartment,true_positive_rate,2.0,0.7692307692307692,0.5,1.0,0.1280384684774872,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,EmpDepartment,true_positive_rate,3.0,0.0526315789473684,0.0351897792111138,0.1507954545454545,0.0280229369600887,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,EmpDepartment,true_positive_rate,4.0,0.0285714285714285,0.0,0.084264184397163,0.0261303598351219,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,Gender,accuracy,,0.0231578947368421,0.0014894747546501,0.0682305366911243,0.0173706134923024,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,Gender,false_positive_rate,2.0,0.0179537953795379,0.0020980279319304,0.0388280211193359,0.0095462340518078,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,Gender,false_positive_rate,3.0,0.0105555555555555,0.0021135205146441,0.1295792503378101,0.0361322718033409,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,Gender,false_positive_rate,4.0,0.000747099496074,0.0,0.0077360525277191,0.0021347846552424,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,Gender,macro_f1,,0.0139369730991777,0.000892844466451,0.0480069488542598,0.0124677550061467,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,Gender,mean_predicted_probability,3.0,0.0167728679452071,0.0013217681401753,0.0506726998507752,0.0138716021383259,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,Gender,mean_predicted_probability,2.0,0.0123414748554785,0.0009634760023074,0.0507259446456497,0.0136452091074499,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,Gender,mean_predicted_probability,4.0,0.0044313914304643,0.0002430811453826,0.0148433867988605,0.0041307322123026,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,Gender,positive_prediction_rate,3.0,0.0192377495462794,0.0014859448364935,0.0623120778744388,0.0168666829081212,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,Gender,positive_prediction_rate,2.0,0.0172050816696914,0.0011051872536201,0.0603116242819111,0.0162297700356731,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,Gender,positive_prediction_rate,4.0,0.002032667876588,6.867357354144479e-06,0.0083977786918963,0.0022562490690856,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,Gender,precision,4.0,0.3333333333333333,0.0,1.0,0.2971635879360216,487,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,Gender,precision,2.0,0.073026973026973,0.0048906597479614,0.1679644414409119,0.0433615241492248,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,Gender,precision,3.0,0.0126582817074001,0.0007975066335056,0.0605524342878379,0.0158198193715264,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,Gender,true_positive_rate,3.0,0.0227916496111338,0.0013274931925351,0.0452249494243479,0.0117025568367431,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,Gender,true_positive_rate,2.0,0.0208403361344537,0.0022247726652535,0.1117187188663525,0.030138698704269,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,Gender,true_positive_rate,4.0,0.0123456790123456,0.0,0.0380048076923076,0.011476841392392,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,MaritalStatus,accuracy,,0.023398631840796,0.0057065306446243,0.0795725155216055,0.0200878806439176,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,MaritalStatus,false_positive_rate,3.0,0.0999999999999999,0.0331097762105224,0.2484067805605818,0.0568330497065175,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,MaritalStatus,false_positive_rate,2.0,0.0250946969696969,0.0049676996928976,0.0491025087163488,0.0109731025402108,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,MaritalStatus,false_positive_rate,4.0,0.0082644628099173,0.0,0.0220833333333333,0.0057700646506604,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,MaritalStatus,macro_f1,,0.0041304821452063,0.0043369672318329,0.0534564692834513,0.0136281426174678,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,MaritalStatus,mean_predicted_probability,2.0,0.0548179497366882,0.0209405225683351,0.0965019626765901,0.0206919117704326,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,MaritalStatus,mean_predicted_probability,3.0,0.042980546291736,0.0156356880777801,0.0836527191045597,0.0181610467748904,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,MaritalStatus,mean_predicted_probability,4.0,0.0118374043801831,0.0028124555677138,0.0273931527724499,0.0064922146769822,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,MaritalStatus,positive_prediction_rate,2.0,0.066401568798344,0.0255121101431186,0.1158931145190686,0.0239266065394434,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,MaritalStatus,positive_prediction_rate,3.0,0.0625885172676762,0.0250294519555964,0.1131157900656773,0.0234337105614929,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,MaritalStatus,positive_prediction_rate,4.0,0.0074626865671641,0.0008217993079584,0.0201328831017393,0.0049452394359109,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,MaritalStatus,precision,4.0,0.5,0.0,1.0,0.3978643587640639,487,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,MaritalStatus,precision,2.0,0.0616161616161615,0.0230915984575045,0.1902329749103942,0.0451576950537517,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,MaritalStatus,precision,3.0,0.0324000538430475,0.0082187335475459,0.0959838928739894,0.0237816957545062,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,MaritalStatus,true_positive_rate,2.0,0.0649596965386438,0.0140766715116279,0.1889807302231237,0.0482494300002659,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,MaritalStatus,true_positive_rate,3.0,0.022983737139064,0.0061302052261925,0.051890105141078,0.011888856866756,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
no_salary_hike_no_attrition_no_department,MaritalStatus,true_positive_rate,4.0,0.0181818181818181,0.0,0.0551634097035039,0.0167906538862702,500,30,C:\Users\Yusuf\Documents\GitHub\employee performance with XAI\reports\fairness\feature_set_sensitivity\bootstrap_disparity_ci.csv
